video,start,text,entities
1,6656,"im Charaktertanz. Das hat mich fasziniert. Ich war auch ziemlich lange sogar mit Richard im historischen Tanz (Anm. Zusatz bei Erika Schneiter). Wir haben Menuett dort getanzt miteinander. Wir haben alle diese kleinen Sachen … aber es war für mich fast wie Aerobic, du bist ständig auf den Füssen, du bist ständig auf dem vorderen Ding und irgendwann hatte ich das Gefühl, dass ist nicht gut, meine Füsse, es ist wirklich besser wenn ich zwischendrin stehe und dann mal ganz auf Halbspitze gehe und dann quasi wieder festmache und dann dort STEHEN und wenn es geht mal drehen.",Charaktertanz;Erika Schneiter;Füssen;Halbspitze;Richard;STEHEN
1,6699,"Aber auf jeden Fall nicht, dass du im Barocktanz, diese ganz vielen, minimen Schritte, diese ganz kleinen Unterschiede, dass du das alles … das ist nämlich wahnsinnig schnell, wenn man das richtig tanzt, also h-Moll-Suite durchtanzen, das ist etwas ganz verrücktes.",
1,6719,"Da hat man mehr Schritte gemacht als in den zwei grossen Balletts, weil da sind so viel kleine Sachen, so viel Zwischenschritte. Die Balance muss man ja trotzdem haben und dann hat es eine kleine Off-Balance und alle diese Sachen.",
1,6735,"Also es wurde mir dann einfach zu streng und der Kurs hat sich dann auch langsam aufgelöst, weil immer weniger gekommen sind.",
1,6744,"Aber eben, wir hätten eine kleine Zeit lang mit dem Menuett auftreten können.",
1,6751,"Und dort hatten wir auch noch eine Zeit lang im Büro von Wolfgang Brunner unseren Kurs. Der hatte dort einen kleinen, einen wirklich kleinen Saal, aber dort oben waren wir, also beim Rüdenplatz. Wolfgang war natürlich … das war etwas anderes. Am Anfang war Wolfgang eigentlich der Protestler, der Maisbruder, der der … Er hat ja gerade angefangen in den 80er Jahren nach den Opernhaus-Kravallen.",Maisbruder;Opernhaus-Kravallen;Rüdenplatz;Wolfgang;Wolfgang;Wolfgang Brunner;Zeit
1,6792,"Da hat er sich wieder angefangen für Tanzpolitik zu interessieren und nicht mehr für sein gut laufenden Geschäft und dann ist es eigentlich immer um etwas sehr Polemisches gegangen, aber er hatte auch eine ganz andere Seite.",
1,6807,"Und irgendwann habe ich dann bei Regina Christen beim SiWiC mitgemacht, auch beim Vorstand und dann sagte er mal so: „Ja, komm, also wenn du dort im Vorstand bist, kannst du eigentlich bei uns auch in den Vorstand sein",Regina Christen;SiWiC
1,6819,".“ Dann war ich bei ProTanz im Vorstand, eben für den Tanzpreis und eigentlich auch für die Zeitschrift und dann habe ich natürlich … Richard hat sich daran gehalten aber ich nicht, Marianne Forster hat ja ganz lange Tanz und Gymnastik rausgegeben und sie wollte, dass man nur für sie schreibt.",Marianne Forster;ProTanz;Richard
1,6842,"Sie wollte quasi exklusive Artikel. Richard hat ihr diese Freude gemacht und ich habe manchmal gesagt: „Nein, ich schreibe manchmal auch über den Wolfgang.“ Weil beim Wolfgang hatte man mehr Platz.",Richard;Wolfgang;Wolfgang
1,6856,"Aber viele Sachen sind dann bei ihr und beim Wolfgang erschienen, aber es ging vor allem um den Tanzpreis.",Wolfgang
1,6862,"Und irgendwann hat Wolfgang gesagt: „Hört, wir sind einfach eine zu kleine Gruppe, ein zu kleiner Verein. Jetzt muss jeder noch einen Zweiten mitbringen, dann sind wir doppelt so viel.“ Dann habe ich Richard gesagt: „Komm mit!“ Dann sagt er: „Was?“ Dann habe ich gesagt: „Ja, komm mit, mach du da auch mit.“ Am Schluss war er der Präsident und ich Vizepräsidentin, aber da war Wolfgang schon tot, da haben wir es nur noch weitergeführt mit Annette Ringier.",Annette Ringier;Richard;Wolfgang;Wolfgang
1,6891,Es hatte noch viele solche Leute.,
1,6899,"Und Alain Bernhard, vielleicht zum nachführen, der hatte auch ganz lustige persönliche Seiten gehabt. Er hatte auch immer witzige Gedichte geschrieben, seine Weihnachtschöre dann zum Beispiel. Wenn irgendetwas war, plötzlich hatte man auf dem Mail wieder so ein ganz ein wildes Gedicht und halbe Karikatur gehabt. Und eine Freundin von mir hat das auch immer mit ihm hin und her … und sie zeichnete Karikaturen und er hat noch solche lustigen Gedichte …",Alain Bernhard
1,6932,"Aber als es ihm dann nicht mehr gut ging, als er nicht mehr in Warschau",Warschau
1,6935,"gewohnt hat, sondern in Masuren oben, hatte ich dann irgendwann eigentlich keinen Kontakt mehr, weil er hat dann auch weniger … ist jetzt blöd, wenn ausgerechnet ich sage „nur noch“, aber er hat dann nur noch klassische VHS gelagert. Alles andere hat ihn nicht mehr interessiert. Wie Wolfgang, der ist mit langsamen Sätzen vom Mozart-Klavierkonzert. Das hörte er in seinen letzten Tagen als er gestorben ist. Würdest du eigentlich nicht denken, wenn du denn Wolfgang sonst kennst.",Masuren;Mozart-Klavierkonzert;Wolfgang;Wolfgang;Würdest du
1,6979,"I: Er hat schon immer gesagt, dass er Mozart mag. (unv., gleichzeitiges Sprechen) P: Ja. Und dort haben wir auch, das war lustig mit Wolfgang und Eve, als man die Mediathek Tanz gegründet hat in der Frauenklinik in einem Sitzungssaal, weil er dort im Spital war. Ja, eben, ich habe bei diesen Sachen immer mitgemacht.",I;Mediathek Tanz;Mozart;Wolfgang und Eve
1,7007,"I: Stimmt, du warst bei der Gründungsgruppe eigentlich vom jetzigen SAPA dabei, kann man sagen.",Gründungsgruppe;SAPA
1,7014,"P: Ja, also Jean-Pierre Pastori, als er das Tanzarchiv in Lausanne gegründet hat, wollte er einfach noch Leute aus der deutschen Schweiz und das waren John Geissler, Claudia Rosiny und ich.",Claudia Rosiny;Jean-Pierre Pastori;John Geissler;Lausanne;P;Tanzarchiv;deutschen
1,7025,Wir sind eigentlich Deutschschweizer gewesen dort drin. Dann hat er mal die Trägerschaft … Es ist dann mal eine Stiftung geworden und nicht mehr ein Trägerverein. Und eben bei der Mediathek Tanz bin ich auch Gründungsmitglied und dort bin ich immer bei den Fusionen dabei. Ich habe da noch diese Gründungsurkunde. Was möchtest du noch wissen?,Deutschschweizer
1,7064,Kamerafrau: Wieso magst du den Laban nicht? Darf ich das fragen?,Laban;Wieso magst du den
1,7054,"P: Ich habe ziemlich über den Laban gearbeitet. Als ich angefangen habe mit tanzgeschichtlicher Recherche war ich ja eigentlich Zürich gebunden, weil meine Kinder, also mein Mann war eigentlich zum Mittagessen daheim, weil seine Praxis war nebenan. Die Kinder sind von der Schule heimgekommen, das heisst ich konnte nicht einfach eine Woche irgendwohin forschen gehen.",Laban;P;Zürich
1,7093,"Das heisst ich musste mir hier die Zeit einteilen und die Dokumente, die es gab, waren einfach der Anfang des Ausdruckstanzes. Das kommt dann im anderen nochmal. Und dann habe ich dann Wigman und Laban, einfach alle diese Dokumente gesucht, die man da gefunden hat und bin dann so draufgekommen.",Ausdruckstanzes;Laban;Wigman;Zeit
1,7115,"Und natürlich dann auch durch Suzanne Perrottet, die ich ja noch erlebt habe als sie ihren Vortrag oder das letzte öffentlich Interview hatte. Und so bin vor allem eigentlich in das hineingekommen. Dann haben diese Frauen, habe ich gelesen … Also Wigman war ja total in Laban und er wollte sie nicht als Frau, er hatte einen anderen Frauentyp, und er hat immer mindestens zwei, drei Frauen miteinander gehabt.[",Laban;Suzanne Perrottet;Wigman
1,7151,"Und ich muss sagen, mein Lieblingsschriftsteller Goethe, der hatte auch viel Frauen und auch meistens zwei miteinander und hat auch ein Theaterstück geschrieben darüber, das ja ganz lustig endet, weil dort ist es dann so, dass diese beiden Frauen beschliessen, sie teilen den Mann. Und von dort an sagt er im Stück kein Wort mehr. Dann machen das nur noch die Frauen unter sich ab.",Lieblingsschriftsteller Goethe
1,7176,"Das ist nämlich ganz spannend. Also gut, gegen Goethe habe ich nicht, diese Lebensführung ist mir zu weit weg, währendem bei Laban, erstens mal wenn ich die Fotos anschaue, weiss ich nicht was die Frauen an ihm gefunden haben, warum sie ihn schön gefunden haben und wenn ich Fotos vom Tanz anschaue, dann muss ich sagen, war er wahrscheinlich ein himmeltrauriger Tänzer.",Goethe;Laban
1,7198,"Und das andere ist einfach, eben diesen Frauen erzählen: „Also das mit Mann und Frau und mit der Ehe, das wird sowieso in den nächsten Monaten abgeschafft und ich kann ohne weiteres zwei Mitarbeiterinnen haben in Zürich, die für mich eine Schule aufbauen, Katja Wulff und Wigman und ich habe Maja Lederer und Suzanne Perrottet in Hombrechtikon, wo sie sollen im Garten arbeiten und den Bauern zeigen wie man bauert.“",Hombrechtikon;Katja Wulff;Maja Lederer;Suzanne Perrottet;Wigman;Zürich
1,7228,"Und alle haben sich einen Schranz in den Bauch gelacht und es ist kein Mensch dorthin gekommen in diese Ding. Und er hat gesagt: „Das kommt gar nicht drauf an, Maja Lederer das sind die ehelichen Kinder und dein Junge, der ist nicht ehelich.“",Maja Lederer
1,7243,"Und er hat nie für etwas Verantwortung übernommen. Er hat, im Gegenteil, Maja Lederer, diese Ehe hat er verteidigt, als er dann Suzanne Perrottet quasi verlassen hat, als diese Zeit vorbei war, dann war es Dussia Bereska",Dussia Bereska;Maja Lederer;Suzanne Perrottet
1,7268,". Die hatte auch eine Tochter, die hat ihre Tochter aber weggegeben zu anderen Leuten. Suzanne Perrottet hat ihren Sohn in diese Sekte rauf gegeben und hatte das Gefühl, „ja ich, selbstständige Frau“.",Sohn;Suzanne Perrottet
1,7283,"Ich glaube Suzanne Perrottet hat alle Kinder verstanden ausser ihren Sohn und der Sohn hat sich am Schluss dann auch umgebracht, wahrscheinlich nicht wegen dem, aber sowohl Laban, als auch die Frauen, die das mitgemacht haben, weil sie für ihn so begeistert waren, die haben sich nicht ganz klar gemacht, was das für die Kinder bedeutet.",Laban;Sohn;Sohn;Suzanne Perrottet
1,7309,"Und ich hatte einfach das Gefühl, später dann, nach dem 1. Weltkrieg hatte er dann in Deutschland wieder zwei andere und dann wollte er sich nicht von der früheren Frau retten lassen.",1. Weltkrieg;Deutschland
1,7323,"Ich meine Dussia war in Paris, als er dort auf Paris geflüchtet ist. Er hat sich dann lieber vom Jooss [Kurt Jooss] retten lassen und Lisa Ullmann auf England, dort hat es ihm besser gepasst, weil die Schweiz war sowieso ein Blödsinn, weil die hat ihm ja kein Geld gegeben. Ich habe einfach das Gefühl, ich mag diese Haltung nicht gegenüber den Frauen und auch gegenüber Institutionen.",England;Jooss;Kurt Jooss;Lisa Ullmann;Paris;Paris;Schweiz
1,7351,"Aber ich komme immer wieder auf Laban zurück. Und ich meine er hat zum Beispiel von denen Ideen über Choreutik [raum-rythmische Bewegungslehre] und Eukinetik [Antriebslehre], die er im Unterricht brauchte und erzählte, aufgeschrieben und publiziert wurde das viel später, die Bücher hat Lisa Ullmann geschrieben für IHN, unter seinem Namen … Dabei SIE hat es zusammengestellt, dabei hat er ja gar nicht …",Antriebslehre;Choreutik;IHN;Laban;Lisa Ullmann;SIE
1,7383,Er konnte Ungarisch von Haus aus. Dann hat er die deutsche Staatsbürgerschaft unter den Nazis beantragt und hat sie bekommen.,Nazis;Ungarisch;deutsche
1,7391,Er konnte ja gar nicht Englisch und das alles.,Englisch
1,7395,"Er hat nie etwas abgeschlossen und hat eigentlich immer, ein bisschen wie Wolfgang, aber Wolfgang hatte auch eine ganz weiche Seite, Sachen angestossen, also wie du auch oder [meint Interviewerin] beim Wolfgang, die nachher du zum Blühen gebracht hast. Laban hat das aber auf eine Art gemacht, die ich eben … Wolfgang hat zum Beispiel … John Geissler hatte einen Hirntumor und ist nachher auf der halben Seite gelähmt erwacht aus der Narkose, hat sich nochmal können aufraffen, konnte noch etwas machen, ist weiter zu Tanzvorstellungen gekommen.",John Geissler;Laban;Tanzvorstellungen;Wolfgang;Wolfgang;Wolfgang
1,7439,"Er konnte auch noch so lange arbeiten wie er wollte und nachher ist es ihm dann schnell schlecht gegangen. Und Wolfgang ging ihn regelmässig besuchen. Wolfgang hat rundherum angerufen: „Du, hör mal, du warst schon lange nicht mehr bei John Geissler zu Besuch. Geh doch wiedermal, dort findest du ihn. Geh dorthin und überspiel ihm doch das Video vom Marinsky-Ballett in Paris.“ Ich habe ihm extra, zusammen mit irgendjemand, den Fernseher so eingerichtet (, dass er ihn von seinem Spitalbett, noch im Pflegeheim, kann bedienen und dann ist es dort oben und dann sieht er es.",John Geissler;Paris;Wolfgang;Wolfgang
1,7487,"Er hat immer sehr, sehr stark für die Leute dann geschaut. Wobei er Belinda auch verlassen hat. Ich habe gedacht der Jelko Yuresha hätte sie ihm ausgespannt, aber das stimmt nicht.",Belinda;Yuresha
1,7507,"Wolfgang hatte sie verlassen. Ich meine das wird dann aber rausgeschnitten. Aber beim Laban hatte ich wirklich das Gefühl, er hat die Leute wirklich NUR benutzt.",Laban;Wolfgang
1,7523,"Also, das war es für mich. Und es war immer sehr stark. Ich meine es heisst Labanotation, WARUM? Er hat sie angeregt, die anderen haben sie gemacht. Mit gleichem Recht könnte es Leeder, Knust oder irgendetwas heissen, es müsste nicht Labanotation sein. Er hatte immer Leute, die ihn verehrt haben und froh waren, für ihn etwas zu machen. Und irgendwie widerstrebt mir das ein bisschen, er ist mir einfach nicht sympathisch.",Knust;Labanotation;Labanotation;Leeder;WARUM
1,7563,"I: Mich würde jetzt noch interessieren, also wir haben ja vorher über die Schönheit, über die Symmetrie, über deine Begeisterung immer wieder neue Zusammenhänge herzustellen, was zu verstehen, mathematische und physikalische Gesetzmässigkeiten gesprochen. Du freust dich auch, wenn du was korrigieren kannst, also wenn du merkst, da hat jemand einen Fehler gemacht und du hast es rausgefunden. Also, weisst du was ich meine? Ich meine das jetzt nicht so wie Schadenfreude, sondern einfach, wenn du was korrigieren kannst und zurechtrücken.",Du freust dich;I: Mich
1,7592,"P: Es gibt schon Sachen, zum Beispiel etwas zurechtrücken, da war ich immer mit Marianne Forster ganz einig, wenn dann einfach wieder Leute, die nicht recherchiert haben in das Feine hinaus der Tanzgeschichte, wer hat wann was gemacht, wie hat das Kostüm ausgesehen, so wirklich bis in jede Einzelheit, in die man schauen muss, sondern einfach irgendwelche grossen, sagen wir Gender oder Postmoderne oder irgendwelche, Ideen hatten und dann einfach Fakten so quasi, die gerade in den Sinn gekommen sind, ohne richtig nachzuschauen gebraucht hat.",Marianne Forster;P
1,7634,"Das nervt mich manchmal und dann sage ich es auch, wenn ich es merke.",
1,7643,"Das beste Beispiel ist natürlich der „Hexentanz“ der Wigman, wo es nicht kann sein für was er da immer gebraucht wird. Aber sonst ist es eigentlich mindestens im Moment, bin ich vor allem erstaunt, wo ich selber reingefallen bin.",Wigman
1,7666,"Ich merke es gibt das Bild, ich müsste es dir geschwind zeigen, vier Gestalten, die irgendwie abstrakte Kostüme anhaben. Und früher stand immer, das wären Laban-Frauen, die hier mitgemacht haben, das war die erste quasi Beschreibung dieses Fotos und das stimmt nicht.",Laban-Frauen
1,7698,"Und dann habe ich es zum ersten Mal gemerkt in einer Ausstellung, wo es anders angeschrieben war. Dann ist gestanden, es wäre ein Karnevalskostüm von 1922, es geht um Sophie Taeuber. Und dann habe ich bei mir einfach eine Notiz in das Ding hinein geschrieben.",Sophie Taeuber
1,7722,"Und dann in Neuenburg (Anm. Es war in Aarau), wo die Sophie Taeuber …, das rausgekommen ist wegen dem Jubiläum, als dann auch wieder die grossen Ausstellungen rausgekommen sind, dort stand es dann genauer. Es ist 1925 und es war mit ihrer Schwester, aber das hat nicht mit einer Collage – also schon geometrisch, es ist auch symmetrisch – wie man sich Dadakostüme teilweise vorstellt, also nicht ihres mit der Röhre, das man gut kennt, sondern andere, bei denen man einfach so quasi Säcke hat und es ausschaut als wäre es aus Papier gemacht.",Aarau;Anm;Dadakostüme;Neuenburg;Sophie Taeuber
